Topic,Count,Name,Representation,Representative_Docs
142,13,142_produkproduk_tkdn_sepakat_hapus,"['produkproduk', 'tkdn', 'sepakat', 'hapus', 'syarat', 'trump', 'dengan', 'as', 'produk', 'ngajak']","['sepakat dengan trump prabowo hapus syarat tkdn produkproduk as', 'sepakat dengan trump prabowo hapus syarat tkdn produkproduk as', 'sepakat dengan trump prabowo hapus syarat tkdn produkproduk as']"
143,13,143_palestina_gaza_solidaritas_anismatta,"['palestina', 'gaza', 'solidaritas', 'anismatta', 'kabinetmerahputih', 'walk', 'uin', 'perdamaian', 'kemlu', 'palestine']","['inisiatif diplomat peduli diluncurkan pada minggu di tengah kegiatan walk for palestine yang merupakan puncak rangkaian acara pekan solidaritas palestina inidiplomasi anismatta kemlu kemenlu kabinetmerahputih diplomatpeduli prayforsumatera', 'di tingkat regional dan global kami berdiskusi tentang perkembangan di palestina serta langkah bersama proses rekonstruksi dan pengiriman bantuan kemanusiaan ke gaza siprus manamadialogue inidiplomasi anismatta kemlu kemenlu palestina cepa kabinetmerahputih', 'menteri luar negeri menlu sugiono menyampaikan bahwa indonesia terus melakukan koordinasi dengan negaranegara di sekitar palestina khususnya yordania terkait dengan rencana pengiriman pasukan perdamaian ke gaza palestina kita akan terus melakukan koordinasi dengan']"
144,13,144_hambalang_rapat_hunian_pembangunan,"['hambalang', 'rapat', 'hunian', 'pembangunan', 'huniankorbanbencana', 'korban', 'percepatan', 'dorong', 'memulihkan', 'terdampak']","['rapat darurat di hambalang menegaskan fokus presiden prabowo pada percepatan hunian dan pemenuhan kebutuhan dasar korban bencana huniankorbanbencana memulihkan warga terdampak', 'rapat di hambalang presiden prabowo dorong percepat pembangunan hunian korban bencana untuk memulihkan warga terdampak huniankorbanbencana', 'rapat di hambalang presiden prabowo dorong percepatan pembangunan hunian korban bencana huniankorbanbencana memulihkan warga terdampak']"
145,13,145_nguji_ngajarin_kesabaran_sabar,"['nguji', 'ngajarin', 'kesabaran', 'sabar', 'usah', 'wni', 'gw', 'nih', 'banget', 'ga']","['ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih', 'ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih', 'ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih']"
146,12,146_geopolitik_catatan_petani_sdmpetaniunggul,"['geopolitik', 'catatan', 'petani', 'sdmpetaniunggul', 'petanigodigital', 'avic', 'geostrategis', 'geografi', 'nahkoda', 'lumbung']","['catatan geostrategis internasional petani indonesia sebagai nahkoda arah bangsabangsa membangun dunia baru sdmpetaniunggul petanigodigital ccpresiden amp kanda menteri', 'siap kandasuksesampsehat selalu kanda menteri laporan catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresiden amp mas', 'catatan geopolitik internasional petani indonesia menuju lumbung pangan dunia yang damai sdmpetaniunggul petanigodigital ccpresident kanda menteri mas']"
147,12,147_australia_pantai_bondi_sydney,"['australia', 'pantai', 'bondi', 'sydney', 'sehubungan', 'hanukkah', 'insiden', 'penembakan', 'perayaan', 'tiba']","['presiden parlemen eropa roberta metsola bereaksi lewat cuitan x sehubungan insiden pantai bondi saya benarbenar ngeri melihat gambargambar yang muncul tentang serangan mengerikan terhadap begitu banyak orang di pantai bondi saat perayaan hanukkah dimulai di sydney', 'presiden volodymyr zelensky bereaksi sehubungan insiden pantai bondi ukraina menyatakan solidaritasnya dengan australia dalam menghadapi serangan teroris brutal di pantai bondi sydney yang menargetkan komunitas yahudi pada awal hanukkah kami menyampaikan belasungkawa kepa', 'kaja kallas wakil presiden komisi eropa sehubungan insiden pantai bondi saya sangat terkejut dengan gambargambar mengerikan dari penembakan saat perayaan hanukkah di pantai bondi australia']"
148,12,148_bahas_kumpulkan_percepatan_hunian,"['bahas', 'kumpulkan', 'percepatan', 'hunian', 'korban', 'sumatera', 'huniankorbanbencana', 'libur', 'panggil', 'hambalang']","['presiden prabowo kumpulkan mentri bahas percepatan hunian korban bencana sumatera huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo kumpulkan menteri bahas percepatan hunian korban bencana sumatera', 'presiden prabowo kumpulkan menteri bahas percepatan hunian korban bencana sumatera huniankorbanbencana memulihkan warga terdampak']"
149,12,149_transportasi_pusat_ekonomi_bangkit,"['transportasi', 'pusat', 'ekonomi', 'bangkit', 'pulihkan', 'akses', 'pasca', 'darurat', 'penuh', 'dukungan']","['presiden prabowo berdiskusi dengan jajaran pemerintah mempercepat akses darurat demi mobilitas warga prabowo pulihkan infrastruktur menjadi langkah nyata agar transportasi dan ekonomi bangkit pasca bencana dengan dukungan penuh pemerintah pusat', 'presiden prabowo bahas pemulihan akses darurat prioritas prabowo pulihkan infrastruktur demi mobilitas warga cepat pulih pemerintah pusat pastikan dukungan penuh agar ekonomi dan transportasi segera bangkit pasca bencana kita bangkit bersama', 'presiden prabowo memastikan dukungan penuh pemerintah pusat untuk akses transportasi darurat prabowo pulihkan infrastruktur demi ekonomi rakyat bangkit pasca bencana']"
150,12,150_polri_berkolaborasi_pln_tupoksi,"['polri', 'berkolaborasi', 'pln', 'tupoksi', 'melaksanakan', 'saatnya', 'ber', 'instruksi', 'sipil', 'melegalkan']","['melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber', 'melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber', 'melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber']"
151,12,151_rehabilitasi_indonesiabangkit_tanggapbencana_fase,"['rehabilitasi', 'indonesiabangkit', 'tanggapbencana', 'fase', 'jangka', 'negarahadir', 'panjang', 'sumatera', 'prioritas', 'barat']","['pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit', 'pasca banjir dan longsor di aceh sumatera utara dan sumatera barat pemerintah masuk fase rehabilitasi dan rekonstruksi presiden prabowo subianto menegaskan pemulihan jangka panjang sebagai prioritas nasional negarahadir tanggapbencana indonesiabangkit']"
152,12,152_diuji_nabi_firaun_penyakit,"['diuji', 'nabi', 'firaun', 'penyakit', 'kemiskinan', 'nuh', 'ngeres', 'ayyub', 'pemerintahnya', 'planga']","['nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres', 'nabi nuh diuji dengan bencana nabi ayyub diuji dengan penyakit dan kemiskinan nabi musa diuji dengan firaun dan wni diuji dengan bencana penyakit kemiskinan dan pemerintahnya yang mirip firaun dan punya wapres yang planga plongo dan otak yg ngeres']"
153,12,153_hunian_sumatra_pembangunan_tetap,"['hunian', 'sumatra', 'pembangunan', 'tetap', 'warga', 'secepat', 'terdampak', 'ingin', 'terbangun', 'huniankorbanbencana']","['dalam rangka pemulihan bencana presiden prabowo secara tegas mendesak pembangunan hunian sementara dan hunian tetap bagi seluruh warga di sumatra dipercepat secepatnya huniankorbanbencana memulihkan warga terdampak', 'pembangunan hunian sementara dan hunian tetap untuk seluruh warga terdampak bencana di sumatra presiden ingin secepat mungkin segera selesai terbangun ujar sekretaris kabinet seskab teddy indra wijaya dalam keterangan tertulisnya', 'pembangunan hunian sementara dan hunian tetap untuk seluruh warga terdampak bencana di sumatra presiden ingin secepat mungkin segera selesai terbangun jelasnya']"
154,12,154_pengen_pekerjaan_intelijen_menerobos,"['pengen', 'pekerjaan', 'intelijen', 'menerobos', 'dikonsultasikan', 'dihhh', 'pengusung', 'pengemis', 'pengennya', 'pengem']","['presiden sendiri itu sdg pencitraan emang sengaja rakyat dibuat bagaikan pengemis', 'perkap nomor tahun pengamat intelijen yakin sudah dikonsultasikan ke presiden', 'kok rada aneh hak sih bisa menerobos pengamanan presiden sekedar nanya maaf jika salah']"
155,11,155_tsunami_sby_disaster_aceh,"['tsunami', 'sby', 'disaster', 'aceh', 'ribuan', 'mendampingi', 'bulan', 'video', 'beberapa', 'jepang']","['betul malah sby bs jadi presiden lagi habis menetapkan tsunami bencana nasional', 'presiden tidak punya tongkat nabi musa sby juga gak punya boss tapi sby punya otak untuk mempercepat pemulihan bencana tsunami aceh sby rela tidur di pengungsian agar merasakan penderitaan rakyat aceh jangan terlalu banyak retorika akui bahwa anda tak mampu', 'saat mendampingi sby berkunjung ke lokasi tsunami sendai tahun beberapa bulan setelah tsunami ribuan masyarakat jepang meminta indonesia membantu pm jepang menangani rekonrehab mereka demonstrasi di depan pm yang mendampingi presiden sby mengagetkan bisa']"
156,11,156_km_lorong_patuhi_papan,"['km', 'lorong', 'patuhi', 'papan', 'ditutup', 'penyelenggaraan', 'awas', 'harap', 'tanda', 'maklum']","['hrs awas kerja penyelenggaraan km km arah selatan dari klia ke bandar serenia lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum', 'hrs awas kerja penyelenggaraan km km arah selatan dari alor pongsu ke bukit merah lorong kanan ditutup patuhi arahan papan tanda harap maklum']"
157,11,157_nepalkanpejabatbusuk_nepalkan_nepal_melawan,"['nepalkanpejabatbusuk', 'nepalkan', 'nepal', 'melawan', 'putusan', 'tenda', 'pm', 'berpenghuni', 'assegaf', 'genzmilenial']","['presiden prabowo diminta pecat bahlil dan dirut pln buntut kebohongan soal listrik di aceh pulih nepalkanpejabatbusuk nepalkanpejabatbusuk', 'nepalkanpejabatbusuk nepalkanpejabatbusuk kapolri melawan presiden dan mk kesimpulannya apa', 'nepalkan pejabat busuk semakin hari negara semakin kacau polri berani melawan putusan mk dgn putusan kapolri yg menetapkan anggota polri boleh menduduki jabatan sipil pak msh presiden ri nepalkanpejabatbusuk nepalkanpejabatbusuk']"
158,11,158_kuripan_monitoring_tanaman_polsek,"['kuripan', 'monitoring', 'tanaman', 'polsek', 'bhabinkamtibmas', 'pertumbuhan', 'albarokah', 'tani', 'melaksanakan', 'aipda']","['dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan', 'dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan', 'dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan']"
159,10,159_ntb_pencitraan_tentunya_narkoba,"['ntb', 'pencitraan', 'tentunya', 'narkoba', 'acara', 'tukang', 'kolaborasi', 'gerindra', 'mulyono', 'buzzer']","['pdhl yg nyebarin pertama itu buzzer mu loh dinarasikan ngapain sok pencitraan kwkkwpas ketahuan pake pin presidenskrg muncul lagi narasi sprti inikerjaan kalian benr busuk', 'general habits drpd para pendukung kebohongan presiden incapable aka mulyono sama persis dgn nabi sesembahanya tsb kalah adu data dan argumentasi di media pembawa acara talk show di framing berpihak caleg gagal dll', 'gerindra ntb kolaborasi dengan bnnp ntb lawan narkoba wujudkan astacita presiden prabowo partai gerindra provinsi ntb bersama bnn provinsi ntb kolaborasi sosialisasi melawan narkoba bertempat di hotel lombok raya sabtu tontonn di sini']"
